R1_START	R1_END	R2_START	R2_END	UTR_IDX
633901	634023	633937	634087	46
633893	634002	633937	634087	46
633719	633830	633937	634087	46
633938	634049	633937	634085	46
633938	634040	633937	634085	46
633893	634004	633937	634087	46
633893	634004	633937	634087	46
633727	633833	633937	634075	46
633938	634049	633937	634085	46
633938	634049	633937	634059	46
633899	633989	633937	634087	46
633938	634043	633937	634042	46
395308	634007	633937	634039	46
633897	634008	633938	634088	46
515917	633947	633938	634088	46
633939	634049	633938	634075	46
633930	634041	633938	634088	46
633893	634003	633939	634089	46
633936	634048	633939	634089	46
633907	634018	633939	634089	46
633899	634010	633939	634089	46
633893	634004	633939	634089	46
633893	634004	633940	634090	46
633930	634041	633940	634090	46
633899	634010	633940	634090	46
633765	633866	633940	634090	46
633901	634025	633940	634090	46
633907	634018	633940	634090	46
633706	633830	633940	634090	46
633893	634004	633940	634090	46
633899	634010	633940	634090	46
633899	634010	633940	634090	46
633893	634004	633940	634090	46
633887	634003	633940	634090	46
633888	634001	633940	634090	46
633924	634035	633940	634090	46
633724	633830	633940	634062	46
633889	634003	633940	634090	46
633899	634010	633940	634090	46
633907	634018	633940	634090	46
633885	634002	633941	634091	46
633910	634021	633941	634091	46
633888	634000	633941	634091	46
633924	634035	633941	634091	46
633893	634004	633941	634091	46
368269	633973	633941	634091	46
633899	634010	633941	634091	46
633893	634004	633941	634091	46
633893	634004	633941	634091	46
633893	634004	633941	634091	46
633893	634004	633942	634092	46
633899	634010	633942	634092	46
633889	634003	633942	634092	46
633890	634005	633942	634092	46
633893	634005	633942	634092	46
633895	634006	633942	634092	46
633924	634035	633942	634092	46
633749	633860	633942	634092	46
633888	634000	633942	634092	46
633897	634009	633942	634092	46
633909	634019	633942	634092	46
633885	634002	633942	634092	46
633888	634000	633942	634092	46
633887	634001	633942	634092	46
633885	634002	633942	634092	46
633901	634023	633942	634092	46
633889	634000	633942	634092	46
633689	633800	633942	634092	46
633899	634010	633942	634092	46
633889	634003	633942	634092	46
633913	634024	633942	634092	46
633913	634024	633942	634092	46
633943	634035	633942	634060	46
633893	634004	633942	634092	46
633927	634047	633942	634092	46
633741	633850	633942	634092	46
633755	633867	633942	634092	46
633913	634024	633942	634092	46
633913	634024	633942	634092	46
633893	634004	633943	634092	46
633890	634001	633943	634093	46
633888	633999	633943	634093	46
633893	634004	633943	634093	46
633943	634054	633943	634093	46
633890	634004	633944	634094	46
633893	634004	633944	634094	46
633893	633981	633944	634094	46
633893	634004	633944	634094	46
633761	633851	633944	634094	46
633893	634004	633944	634094	46
633741	633852	633944	634094	46
633868	633983	633944	634094	46
633890	634000	633944	634094	46
633888	634000	633944	634094	46
633893	634005	633944	634094	46
633893	634004	633944	634094	46
633893	634004	633944	634094	46
633899	634010	633944	634094	46
633879	633990	633944	634094	46
633879	633990	633944	634094	46
633888	634000	633944	634094	46
633899	634010	633944	634094	46
633915	634026	633944	634094	46
633893	634004	633944	634094	46
633934	634045	633944	634094	46
633741	633849	633944	634094	46
633924	634035	633944	634094	46
633906	634030	633945	634095	46
633899	634010	633945	634095	46
633888	634000	633945	634095	46
633909	634020	633945	634095	46
633911	634022	633945	634095	46
633888	634000	633945	634095	46
633893	634005	633945	634095	46
633913	634023	633945	634095	46
633896	634007	633945	634095	46
633888	634001	633945	634095	46
633757	633868	633946	634096	46
633910	634021	633946	634096	46
633896	634008	633946	634096	46
633893	634004	633946	634096	46
633893	634004	633946	634096	46
633887	634000	633946	634096	46
633893	634004	633946	634096	46
633912	634023	633946	634096	46
633893	634004	633946	634096	46
633893	633981	633946	634096	46
633893	634004	633946	634096	46
633931	634042	633946	634096	46
633889	634004	633946	634096	46
633913	634024	633946	634096	46
633893	634017	633947	634097	46
633946	634033	633947	634078	46
633915	634027	633947	634097	46
633938	634049	633947	634097	46
633938	634049	633947	634097	46
633938	634049	633947	634097	46
633926	634049	633947	634097	46
633938	634049	633947	634097	46
633889	634003	633947	634097	46
633895	634007	633947	634097	46
633888	634001	633947	634097	46
633888	634000	633947	634097	46
633907	634018	633947	634097	46
633899	634010	633947	634097	46
633936	634050	633947	634097	46
633893	634004	633947	634097	46
633885	634000	633947	634097	46
633913	634024	633947	634097	46
633893	634003	633947	634097	46
633907	634018	633947	634097	46
633893	634004	633947	634097	46
633888	634000	633947	634097	46
633915	634026	633947	634097	46
633888	634000	633947	634097	46
633891	634003	633947	634097	46
633907	634018	633947	634097	46
633898	634009	633947	634097	46
633931	634042	633947	634097	46
633885	634002	633947	634097	46
633897	634008	633947	634097	46
633893	634004	633947	634097	46
633924	634035	633947	634097	46
633896	634007	633947	634097	46
633898	634009	633947	634097	46
633888	634001	633947	634097	46
633885	634004	633947	634097	46
633893	634004	633947	634097	46
633907	634018	633947	634097	46
633893	634004	633947	634097	46
633893	634004	633947	634097	46
633913	634023	633947	634097	46
633913	634023	633947	634097	46
633883	633999	633947	634097	46
633915	634027	633948	634098	46
633934	634045	633948	634098	46
633934	634045	633948	634098	46
633913	634024	633948	634098	46
633893	634004	633948	634098	46
633934	634045	633948	634098	46
633915	634027	633949	634098	46
633893	634004	633949	634099	46
633924	634035	633949	634099	46
633899	634010	633949	634099	46
633913	634024	633950	634100	46
633889	634003	633950	634100	46
633951	634062	633950	634068	46
633893	634004	633950	634100	46
633897	634008	633950	634100	46
633890	634001	633950	634100	46
633888	633982	633950	634100	46
633899	634011	633950	634100	46
633886	634000	633950	634100	46
633893	634004	633950	634100	46
633893	634003	633950	634100	46
633893	634004	633950	634100	46
633899	634010	633950	634100	46
633895	634007	633950	634100	46
633903	634025	633950	634100	46
633890	634000	633950	634100	46
633895	634006	633950	634100	46
633917	634028	633950	634100	46
633888	634000	633950	634100	46
633888	634001	633950	634100	46
633893	634004	633950	634100	46
633893	634004	633950	634100	46
633893	634004	633951	634101	46
633951	634063	633951	634073	46
633890	634001	633951	634101	46
633893	634004	633951	634101	46
633937	634048	633951	634101	46
633910	634021	633951	634101	46
633898	634009	633951	634101	46
633952	634064	633951	634092	46
633893	634004	633951	634101	46
633907	634018	633951	634101	46
633739	633850	633951	634101	46
633759	633870	633952	634102	46
429457	633948	633952	634102	46
633895	634006	633952	634102	46
633893	634004	633952	634102	46
633938	634049	633952	634102	46
633890	634002	633952	634103	46
633915	634026	633952	634102	46
633889	634000	633952	634102	46
353248	633994	633952	634102	46
633893	634004	633952	634102	46
633939	634049	633952	634102	46
633911	634022	633952	634102	46
633899	634010	633952	634102	46
633899	634010	633952	634102	46
633915	634026	633952	634102	46
633899	634010	633952	634102	46
633913	634023	633952	634102	46
633888	634000	633952	634102	46
633931	634042	633952	634102	46
633888	634000	633952	634102	46
633894	634005	633952	634102	46
633896	634008	633953	634103	46
633934	634045	633953	634103	46
633894	634003	633953	634103	46
633893	634004	633953	634103	46
633907	634019	633953	634103	46
633893	634002	633953	634103	46
633892	634005	633953	634103	46
633915	634026	633953	634103	46
633899	634011	633953	634103	46
633910	634021	633953	634103	46
633949	634060	633953	634103	46
633893	634004	633953	634103	46
633893	634004	633953	634103	46
633926	634049	633953	634103	46
633927	634047	633953	634103	46
633939	634049	633953	634103	46
633946	634057	633953	634103	46
633888	634000	633953	634103	46
633888	633977	633953	634103	46
633893	634004	633953	634103	46
633893	634005	633954	634104	46
633923	634044	633954	634104	46
633915	634011	633954	634104	46
633896	634008	633954	634104	46
633893	634005	633954	634104	46
625196	634001	633954	634102	46
633843	633953	633954	634104	46
633888	634000	633954	634104	46
633893	634004	633954	634104	46
633899	634010	633954	634104	46
633913	634024	633954	634104	46
633899	634010	633954	634104	46
633893	634004	633954	634104	46
633893	634004	633954	634104	46
633899	634010	633954	634104	46
633915	634027	633955	634105	46
633893	634004	633955	634105	46
633888	634001	633955	634105	46
633913	634024	633955	634105	46
633890	634001	633955	634105	46
633893	634004	633955	634105	46
633899	634010	633955	634105	46
633895	634006	633955	634105	46
633893	634004	633955	634105	46
633904	634014	633955	634105	46
633910	634021	633955	634105	46
633893	634004	633955	634105	46
633889	633989	633955	634105	46
633764	633871	633955	634067	46
633889	634003	633955	634105	46
633897	634018	633955	634105	46
633899	634010	633955	634105	46
633888	634001	633955	634105	46
633893	634004	633955	634105	46
633899	634010	633955	634105	46
633952	634063	633955	634105	46
633895	634006	633955	634105	46
633893	634004	633955	634105	46
633889	634000	633955	634105	46
633938	634049	633955	634105	46
633938	634049	633955	634105	46
633893	634004	633955	634105	46
633921	634032	633955	634105	46
633912	634024	633955	634105	46
435382	633961	633955	634105	46
633913	634024	633955	634105	46
633917	634028	633955	634105	46
633893	634004	633955	634105	46
633893	634002	633955	634105	46
633888	634001	633955	634105	46
633909	634020	633955	634105	46
633893	634004	633955	634105	46
633956	634080	633903	634053	46
633889	634000	633955	634105	46
633888	634002	633955	634105	46
633957	634081	633912	634062	46
633924	634048	633956	634106	46
633897	634008	633956	634106	46
633739	633850	633956	634106	46
633901	634023	633956	634106	46
633933	634044	633956	634106	46
633893	634004	633956	634106	46
633893	634004	633956	634106	46
633931	634042	633956	634106	46
633893	634004	633956	634106	46
633885	634000	633956	634106	46
633888	634000	633956	634106	46
633768	633879	633956	634066	46
633893	634004	633956	634106	46
633891	634004	633956	634106	46
633893	634004	633956	634106	46
633755	633866	633956	634106	46
633889	634000	633956	634106	46
633898	634009	633956	634106	46
633899	634010	633956	634106	46
633953	634065	633956	634106	46
633888	634000	633956	634106	46
633893	634004	633956	634106	46
633893	634004	633956	634106	46
633741	633851	633957	634107	46
633893	634004	633957	634106	46
633909	634020	633957	634107	46
633958	634069	633957	634083	46
633899	634010	633957	634107	46
633885	634002	633957	634107	46
633893	634004	633957	634107	46
633897	634007	633957	634107	46
633899	634010	633957	634107	46
633916	634026	633957	634107	46
633888	634001	633957	634107	46
633912	634023	633957	634107	46
633743	633854	633957	634107	46
633910	634021	633957	634105	46
633907	634018	633957	634107	46
445781	633949	633958	634108	46
633893	634004	633958	634108	46
633899	634010	633958	634108	46
633907	634018	633958	634108	46
633739	633850	633958	634108	46
633915	634026	633958	634108	46
633893	634003	633958	634108	46
633925	634041	633958	634108	46
633890	634002	633958	634108	46
633908	634019	633958	634108	46
633893	634002	633958	634108	46
633933	634043	633958	634108	46
633893	634005	633958	634108	46
633899	634011	633958	634108	46
633894	634004	633958	634108	46
633937	634048	633959	634109	46
633893	634004	633959	634109	46
633885	634002	633959	634109	46
633893	634004	633959	634109	46
633960	634072	633959	634077	46
633885	634002	633959	634109	46
633893	634004	633959	634109	46
633887	634000	633959	634109	46
633960	634071	633959	634105	46
633893	634004	633959	634109	46
633952	634064	633959	634109	46
633887	634000	633959	634109	46
633899	634010	633960	634110	46
633888	634000	633960	634110	46
633888	634001	633960	634110	46
633893	634004	633960	634110	46
633939	634050	633960	634110	46
633931	634042	633960	634110	46
633890	634002	633960	634110	46
633899	634010	633960	634110	46
633915	634026	633960	634110	46
633888	634000	633960	634110	46
633893	634004	633960	634110	46
633899	634010	633960	634110	46
633732	633843	633960	634110	46
633906	634024	633961	634111	46
633890	634003	633961	634111	46
633893	634004	633961	634111	46
633888	634000	633961	634111	46
633893	634004	633961	634111	46
633931	634042	633961	634111	46
633718	633829	633961	634111	46
633913	634024	633961	634111	46
633931	634042	633961	634111	46
633915	634026	633961	634111	46
633885	634000	633961	634111	46
633893	634004	633961	634111	46
633962	634077	633894	634044	46
633907	634018	633961	634111	46
633901	634023	633961	634111	46
633893	634004	633961	634111	46
633893	634004	633961	634111	46
633893	634004	633961	634111	46
633888	634000	633961	634111	46
633889	634000	633961	634111	46
633893	634002	633961	634111	46
633939	634049	633961	634111	46
633931	634042	633961	634111	46
633895	634002	633961	634111	46
633907	634017	633961	634111	46
633915	634026	633961	634111	46
633893	634004	633961	634111	46
633893	633981	633961	634111	46
633893	633981	633961	634111	46
633901	634023	633961	634111	46
633913	634023	633961	634111	46
633893	634004	633961	634111	46
633938	634049	633961	634111	46
633896	634008	633962	634112	46
633913	634024	633962	634112	46
633888	634000	633962	634112	46
633912	634023	633962	634112	46
633892	634004	633962	634112	46
633893	634004	633962	634112	46
633937	634048	633962	634112	46
633888	633999	633962	634112	46
506160	634000	633962	634112	46
633893	634004	633962	634112	46
633930	634047	633962	634112	46
633889	634003	633962	634112	46
633893	634004	633962	634112	46
633888	634000	633962	634103	46
633934	634046	633962	634112	46
633931	634041	633962	634112	46
633907	634018	633962	634112	46
633899	634010	633962	634112	46
633901	634023	633962	634112	46
633913	634024	633962	634112	46
633890	634001	633962	634105	46
633915	634025	633962	634112	46
633927	634047	633962	634112	46
633933	634044	633962	634112	46
633915	634026	633962	634112	46
633894	634005	633962	634112	46
633904	634026	633962	634112	46
633888	634000	633962	634112	46
633888	634001	633963	634112	46
633888	634000	633963	634112	46
633938	634049	633963	634112	46
633964	634068	633963	634067	46
633888	634000	633963	634112	46
633888	634000	633963	634112	46
625196	634001	633963	634112	46
633924	634035	633963	634112	46
633888	634000	633963	634112	46
633942	634053	633963	634112	46
633945	634056	633963	634112	46
633945	634056	633963	634112	46
471700	633976	633963	634112	46
633934	634046	633963	634112	46
633934	634045	633963	634112	46
633934	634045	633963	634112	46
633927	634047	633963	634112	46
633893	634004	633963	634112	46
633938	634049	633963	634112	46
633923	634044	633964	634112	46
633927	634047	633964	634112	46
633938	634049	633965	634115	46
633952	634063	633965	634115	46
506160	634000	633965	634115	46
633931	634042	633965	634115	46
633924	634034	633965	634115	46
633927	634047	633965	634115	46
633927	634047	633965	634115	46
633885	634002	633965	634115	46
633927	634047	633965	634115	46
633951	634062	633965	634115	46
633939	634048	633965	634115	46
633938	634049	633965	634115	46
633927	634047	633965	634115	46
633935	634046	633965	634115	46
633938	634049	633965	634115	46
633926	634049	633965	634115	46
633930	634041	633965	634115	46
633885	634002	633966	634116	46
633939	634049	633966	634116	46
633931	634042	633967	634117	46
633906	633994	633967	634112	46
633952	634063	633967	634117	46
633968	634079	633967	634095	46
633885	634002	633967	634117	46
633534	633645	633967	634068	46
633969	634080	633968	634115	46
633969	634080	633968	634118	46
633938	634049	633968	634118	46
633931	634043	633970	634120	46
633931	634042	633970	634120	46
633885	634002	633970	634120	46
633933	634047	633970	634120	46
633928	634048	633970	634120	46
633943	634054	633971	634121	46
633927	634042	633971	634121	46
633931	634042	633971	634121	46
633930	634047	633971	634121	46
633927	634047	633971	634121	46
633938	634049	633972	634122	46
633952	634062	633972	634122	46
416715	634084	633972	634107	46
633973	634084	633972	634087	46
633973	634084	633972	634117	46
633945	634056	633972	634122	46
633973	634075	633972	634074	46
633973	634072	633972	634071	46
633934	634045	633972	634122	46
633938	634049	633972	634122	46
633938	634049	633973	634122	46
633941	634052	633973	634123	46
633974	634085	633973	634121	46
524449	633787	633973	634123	46
633931	634042	633974	634124	46
633934	634046	633974	634124	46
633975	634086	633974	634106	46
633885	634002	633974	634124	46
633911	634035	633975	634125	46
633885	634000	633975	634125	46
633931	634042	633975	634125	46
633931	634042	633975	634125	46
633934	634046	633975	634125	46
633952	634063	633976	634126	46
633977	634075	633976	634074	46
633924	634035	633976	634126	46
633952	634063	633976	634126	46
633893	634004	633976	634064	46
633938	634049	633976	634126	46
633885	634000	633976	634126	46
633946	634057	633976	634126	46
633926	634049	633977	634127	46
633934	634045	633977	634127	46
633952	634066	633977	634127	46
633934	634045	633977	634127	46
633921	634032	633977	634127	46
633968	634079	633977	634127	46
633952	634063	633977	634127	46
633937	634048	633977	634127	46
633933	634044	633977	634127	46
633931	634042	633977	634127	46
633934	634045	633977	634127	46
633978	634088	633977	634116	46
633934	634044	633978	634128	46
633892	634001	633978	634112	46
633953	634064	633978	634128	46
633953	634064	633978	634128	46
633933	634044	633978	634128	46
633934	634045	633978	634128	46
633937	634048	633978	634128	46
633885	634002	633978	634128	46
633953	634065	633978	634128	46
633934	634047	633978	634128	46
633926	634048	633978	634128	46
633927	634047	633978	634128	46
633952	634063	633978	634128	46
633978	634089	633978	634128	46
633884	634001	633978	634128	46
633952	634063	633978	634128	46
633952	634064	633978	634128	46
633837	633947	633978	634128	46
633977	634086	633979	634125	46
633931	634043	633979	634129	46
633931	634042	633979	634129	46
513805	633998	633979	634129	46
633955	634066	633979	634129	46
633933	634044	633979	634129	46
633931	634042	633979	634129	46
633980	634091	633979	634109	46
633882	634000	633979	634129	46
633934	634045	633979	634129	46
633937	634048	633979	634129	46
633933	634044	633980	634130	46
633952	634065	633980	634130	46
633937	634048	633980	634130	46
633937	634048	633980	634130	46
633934	634045	633980	634130	46
633920	634044	633980	634130	46
633930	634047	633980	634130	46
633934	634047	633981	634131	46
633945	634057	633981	634131	46
633958	634064	633981	634131	46
633931	634042	633981	634131	46
633924	634035	633981	634131	46
633952	634062	633981	634131	46
633885	634002	633981	634131	46
633886	634002	633981	634131	46
633927	634047	633981	634131	46
633927	634046	633981	634131	46
633887	634000	633981	634131	46
633933	634044	633981	634131	46
633926	634049	633982	634132	46
633964	634074	633982	634132	46
633887	634000	633982	634132	46
633945	634056	633982	634133	46
633938	634048	633982	634132	46
633951	634048	633982	634132	46
633952	634063	633982	634132	46
633924	634036	633982	634132	46
633964	634075	633982	634132	46
633927	634047	633982	634132	46
633931	634042	633982	634132	46
633937	634048	633982	634132	46
633933	634048	633982	634132	46
633931	634042	633983	634133	46
633924	634035	633983	634133	46
633887	634001	633983	634133	46
633939	634049	633983	634133	46
633885	634000	633983	634133	46
633926	634049	633983	634133	46
633924	634035	633983	634133	46
633939	634049	633983	634133	46
633930	634041	633983	634133	46
633952	634063	633983	634133	46
633952	634063	633983	634133	46
633936	634047	633983	634133	46
633952	634064	633983	634133	46
625196	634001	633983	634133	46
633976	634087	633983	634133	46
633952	634065	633983	634133	46
633925	634045	633983	634133	46
633951	634062	633983	634133	46
633931	634042	633983	634133	46
633927	634047	633983	634133	46
633927	634047	633983	634133	46
633973	634084	633983	634133	46
633924	634035	633983	634133	46
633928	634048	633983	634133	46
633885	634002	633984	634134	46
633968	634092	633984	634134	46
633946	634057	633984	634134	46
633946	634057	633984	634134	46
633927	634047	633984	634134	46
633952	634065	633984	634134	46
633929	634043	633984	634134	46
633972	634084	633984	634134	46
633975	634085	633984	634134	46
633930	634041	633984	634134	46
633951	634064	633984	634134	46
633975	634086	633984	634134	46
633885	634000	633984	634134	46
633982	634093	633984	634134	46
633985	634095	633984	634112	46
633937	634048	633984	634134	46
633981	634092	633984	634134	46
633952	634065	633984	634134	46
633951	634064	633984	634134	46
633951	634064	633984	634134	46
633931	634042	633984	634134	46
633931	634042	633984	634134	46
633885	634002	633984	634134	46
633885	634000	633984	634134	46
633960	634071	633984	634134	46
633986	634096	633985	634128	46
633986	634097	633985	634134	46
633969	634079	633985	634135	46
633924	634035	633985	634135	46
633924	634035	633985	634135	46
633934	634046	633986	634136	46
633929	634040	633986	634136	46
633938	634049	633986	634136	46
633931	634042	633986	634136	46
633923	634045	633986	634136	46
633937	634048	633987	634137	46
633988	634099	633987	634133	46
633931	634048	633987	634137	46
633938	634049	633987	634137	46
633943	634054	633987	634137	46
633932	634043	633987	634137	46
633934	634045	633987	634137	46
633982	634093	633987	634137	46
633949	634060	633987	634137	46
633952	634065	633987	634137	46
633887	634000	633987	634137	46
633931	634042	633987	634137	46
633893	634004	633987	634085	46
633887	634000	633987	634137	46
633872	633972	633987	634137	46
633960	634071	633987	634137	46
633938	634048	633988	634138	46
633951	634041	633988	634138	46
633931	634042	633988	634138	46
633952	634064	633988	634138	46
625196	634001	633988	634138	46
507230	634024	633988	634138	46
633941	634052	633989	634139	46
633936	634060	633989	634139	46
633950	634061	633989	634139	46
633950	634061	633989	634139	46
633939	634050	633989	634139	46
633885	634002	633989	634139	46
633921	634032	633989	634139	46
633924	634035	633989	634139	46
633934	634045	633989	634139	46
633945	634056	633989	634139	46
633952	634064	633989	634139	46
633887	634000	633989	634139	46
633978	634089	633989	634139	46
633960	634071	633989	634139	46
633924	634035	633989	634139	46
633938	634048	633989	634139	46
633990	634101	633989	634134	46
633924	634035	633989	634139	46
633949	634063	633989	634139	46
633924	634036	633989	634139	46
633934	634044	633989	634139	46
633931	634042	633989	634139	46
633938	634050	633989	634139	46
633885	634001	633989	634139	46
633938	634049	633989	634139	46
633931	634042	633989	634139	46
633960	634070	633989	634139	46
633931	634042	633990	634140	46
633937	634048	633990	634140	46
633966	634077	633990	634140	46
633930	634041	633990	634140	46
633939	634050	633990	634140	46
506785	633948	633990	634140	46
633927	634047	633990	634140	46
633992	634116	633942	634092	46
633992	634116	633891	634041	46
633992	634116	633909	634059	46
633992	634098	633991	634097	46
633952	634066	633991	634141	46
633960	634071	633991	634141	46
633977	634089	633991	634141	46
633937	634048	633991	634141	46
633936	634047	633991	634141	46
633930	634047	633991	634141	46
633924	634035	633991	634141	46
633931	634042	633991	634141	46
633931	634042	633991	634141	46
633939	634049	633991	634112	46
633977	634088	633991	634141	46
633937	634048	633991	634141	46
403259	634004	633991	634141	46
633926	634045	633991	634141	46
633931	634042	633991	634141	46
633930	634047	633991	634141	46
633921	634032	633991	634141	46
633939	634049	633991	634141	46
633992	634103	633991	634120	46
633937	634048	633991	634141	46
633992	634103	633991	634132	46
633931	634042	633991	634141	46
633993	634117	633920	634070	46
633993	634117	633889	634039	46
633888	634000	633992	634141	46
633952	634065	633992	634142	46
633982	634093	633992	634142	46
633934	634046	633992	634116	46
633931	634042	633992	634142	46
633931	634042	633992	634142	46
633930	634041	633992	634142	46
633946	634033	633992	634142	46
633939	634049	633992	634142	46
633934	634046	633992	634142	46
633933	634044	633992	634142	46
633994	634118	633940	634090	46
633912	634034	633993	634143	46
633994	634070	633896	634046	46
633952	634066	633993	634143	46
633927	634047	633993	634143	46
633953	634077	633994	634144	46
633976	634088	633994	634144	46
633934	634045	633994	634144	46
633943	634054	633994	634144	46
633995	634070	633933	634069	46
633943	634054	633994	634144	46
633958	634069	633994	634144	46
633973	634084	633994	634144	46
633887	633999	633994	634144	46
633988	634099	633994	634144	46
633934	634045	633994	634144	46
633938	634049	633994	634144	46
633927	634047	633994	634144	46
633931	634042	633994	634144	46
633939	634049	633994	634144	46
633962	634073	633994	634144	46
633927	634047	633994	634144	46
633995	634070	633888	634038	46
633973	634084	633994	634144	46
633981	634092	633994	634144	46
633995	634117	633905	634055	46
633995	634117	633905	634055	46
633996	634120	633914	634064	46
633996	634120	633914	634064	46
633996	634120	633891	634041	46
633996	634120	633934	634084	46
633912	634036	633995	634145	46
633942	634053	633995	634145	46
633934	634042	633995	634145	46
633992	634103	633995	634145	46
633933	634044	633995	634145	46
633937	634048	633995	634145	46
633981	634092	633995	634145	46
633927	634047	633995	634145	46
633937	634048	633995	634146	46
633931	634042	633995	634145	46
633934	634045	633995	634145	46
633939	634049	633995	634145	46
633964	634075	633996	634146	46
348316	634026	633996	634146	46
633952	634064	633996	634146	46
633964	634075	633996	634146	46
633924	634035	633996	634146	46
633923	634045	633996	634146	46
633995	634106	633996	634146	46
400564	633989	633996	634147	46
633938	634049	633996	634146	46
633998	634117	633891	634041	46
633963	634074	633997	634147	46
633963	634074	633997	634147	46
633987	634098	633997	634147	46
633998	634117	633875	634025	46
633998	634110	633852	634002	46
633982	634093	633997	634147	46
633930	634045	633997	634147	46
633933	634048	633997	634147	46
633936	634048	633997	634147	46
633933	634044	633997	634147	46
633943	634054	633997	634147	46
633999	634117	633916	634066	46
633999	634117	633914	634064	46
633999	634117	633904	634054	46
633999	634117	633904	634054	46
633999	634117	633891	634041	46
633999	634117	633891	634041	46
633999	634117	633908	634058	46
633999	634117	633892	634042	46
633999	634117	633902	634052	46
633999	634117	633920	634070	46
633999	634117	633913	634063	46
633999	634117	633888	634038	46
633999	634117	633888	634038	46
633999	634117	633895	634045	46
633999	634117	633948	634098	46
633999	634117	633935	634085	46
633915	634039	633998	634148	46
633915	634039	633998	634148	46
633999	634117	633902	634052	46
633999	634117	633946	634096	46
633999	634117	633946	634096	46
633999	634117	633896	634046	46
633960	634070	633998	634148	46
633999	634117	633888	634038	46
633999	634117	633920	634070	46
633924	634035	633998	634148	46
633938	634049	633998	634148	46
633999	634117	633889	634039	46
633999	634117	633909	634059	46
633999	634117	633916	634066	46
633964	634075	633998	634148	46
633952	634063	633998	634148	46
633939	634050	633998	634148	46
633885	634002	633998	634148	46
633939	634048	633998	634148	46
633999	634117	633911	634061	46
633530	633645	633998	634111	46
633934	634045	633998	634148	46
633999	634105	633909	634059	46
633928	634048	633998	634148	46
633937	634048	633998	634148	46
633941	634052	633998	634148	46
633934	634046	633998	634148	46
633999	634117	633909	634059	46
633999	634117	633909	634059	46
633958	634069	633998	634148	46
634000	634112	633883	634008	46
634000	634117	633911	634061	46
634000	634117	633917	634067	46
634000	634117	633884	634034	46
634000	634117	633930	634080	46
634000	634117	633891	634041	46
634000	634117	633949	634099	46
634000	634117	633906	634056	46
634000	634117	633923	634073	46
634000	634117	633927	634077	46
634000	634117	633908	634058	46
634000	634117	633908	634058	46
634000	634117	633888	634038	46
634000	634117	633909	634059	46
634000	634117	633896	634046	46
633952	634063	633999	634149	46
634000	634117	633904	634053	46
634000	634117	633911	634061	46
634000	634112	633882	634032	46
634000	634117	633896	634046	46
634000	634117	633935	634085	46
634000	634117	633947	634097	46
634000	634117	633882	634032	46
634000	634117	633898	634048	46
634000	634117	633921	634071	46
634000	634117	633946	634096	46
634000	634117	633898	634048	46
634000	634117	633902	634052	46
634000	634117	633891	634041	46
634000	634117	633891	634041	46
634000	634112	633954	634104	46
634000	634117	633891	634041	46
634000	634124	633888	634038	46
634000	634117	633894	634044	46
633938	634049	633999	634149	46
634000	634117	633942	634092	46
634000	634117	633888	634038	46
634000	634117	633888	634038	46
634000	634124	633933	634083	46
634000	634117	633893	634043	46
634000	634117	633950	634100	46
634000	634117	633890	634040	46
634000	634117	633893	634043	46
634000	634117	633888	634038	46
634000	634116	633893	634043	46
634000	634117	633907	634057	46
634000	634117	633908	634058	46
634000	634124	633917	634067	46
634000	634117	633911	634061	46
634000	634117	633888	634038	46
634000	634117	633894	634044	46
634000	634117	633888	634038	46
634000	634117	633956	634106	46
634000	634117	633894	634044	46
634000	634117	633891	634041	46
634000	634117	633906	634056	46
634000	634117	633896	634046	46
634000	634117	633911	634061	46
634000	634117	633899	634049	46
634000	634117	633937	634087	46
634000	634112	633937	634087	46
634000	634111	633894	634044	46
634000	634113	633889	634039	46
634000	634113	633889	634039	46
634000	634117	633892	634042	46
634000	634117	633945	634095	46
634000	634117	633893	634043	46
634000	634117	633889	634039	46
634000	634111	633888	634038	46
634000	634117	633942	634092	46
634000	634117	633923	634073	46
634000	634117	633901	634051	46
634000	634117	633896	634046	46
634000	634117	633888	634038	46
634000	634117	633891	634041	46
634000	634117	633872	634022	46
634000	634111	633914	634064	46
634000	634117	633891	634041	46
634000	634117	633907	634057	46
634000	711240	633827	633977	46
634000	634117	633899	634049	46
634000	634117	633891	634041	46
633938	634049	633999	634149	46
634000	634117	633924	634074	46
634000	634117	633917	634067	46
634000	634117	633893	634043	46
634000	634117	633903	634053	46
634000	634117	633933	634083	46
634000	634117	633901	634051	46
634000	634117	633934	634084	46
634000	634117	633838	633988	46
634000	634117	633902	634052	46
634000	634117	633909	634059	46
634000	634117	633888	634038	46
634000	634117	633937	634087	46
634000	634121	633920	634070	46
634000	634117	633921	634071	46
634000	634117	633902	634052	46
634000	634117	633903	634053	46
634000	634117	633903	634053	46
634000	634117	633891	634041	46
634000	634117	633934	634084	46
634000	634117	633888	634038	46
634000	634117	633935	634085	46
634000	634117	633892	634042	46
633928	634048	633999	634149	46
634000	634117	633885	634035	46
634000	634117	633935	634085	46
634000	634117	633897	634047	46
634000	634117	633940	634090	46
634000	634117	633926	634076	46
634000	634117	633894	634044	46
633973	634084	633999	634149	46
634000	634117	633812	633962	46
634000	634111	633934	634084	46
634000	634117	633923	634073	46
634000	634117	633933	634083	46
634000	634117	633901	634051	46
