R1_START	R1_END	R2_START	R2_END	UTR_IDX
827674	829011	827756	851955	26
827693	829030	827757	847683	26
827655	827771	827758	841230	26
827662	827772	827758	853421	26
827668	827777	827758	851957	26
827721	829058	827758	829135	26
827660	827770	827759	829136	26
827663	827771	827760	853423	26
827663	827772	827760	841232	26
827668	827777	827761	847687	26
827655	827770	827761	841233	26
827609	827719	827762	841234	26
827662	827772	827762	853425	26
827662	827772	827762	853425	26
827662	827773	827763	851962	26
827668	827777	827763	841235	26
827668	827777	827764	851963	26
827656	827766	827766	847692	26
827674	829011	827767	853430	26
827656	827766	827767	851966	26
827653	827763	827767	841239	26
827668	827777	827769	841241	26
827662	827773	827769	851968	26
827655	827770	827770	827920	26
827722	829060	827771	851970	26
827662	827772	827771	841243	26
827662	827772	827771	841243	26
827668	827777	827771	851970	26
827674	829012	827772	841244	26
827639	827750	827772	841244	26
827804	829067	827803	829070	26
827770	829034	827834	841232	26
827721	827832	827871	828021	26
827721	827832	827930	828080	26
827775	827885	828057	828207	26
827772	827884	828057	828207	26
828173	828289	827841	827991	26
784143	784253	784286	784436	28
784255	784366	784325	784475	28
784392	784503	784206	784356	28
784287	784398	784406	784556	28
784581	784694	784441	784591	28
784581	784705	784420	784570	28
784581	784696	784284	784434	28
784595	784705	784418	784568	28
784684	784794	784548	784698	28
962146	962268	962292	962442	29
962320	962431	962347	962729	29
962174	962286	962404	962786	29
961988	962418	962422	962804	29
962157	962268	962425	962807	29
962440	962783	962748	962898	29
962354	962465	962782	963127	29
962734	962845	962877	963141	29
962734	962845	962883	963147	29
962708	962819	962895	963236	29
962812	962923	962981	963131	29
962886	963110	963046	963196	29
962886	963110	963055	963205	29
962886	963110	963103	963253	29
962440	962783	963117	963350	29
962708	962819	963138	963371	29
962890	963195	963191	963424	29
963027	963138	963194	963344	29
963079	963191	963221	963454	29
963080	963191	963221	963454	29
963080	963191	963245	963478	29
963027	963138	963317	963465	29
963228	963341	963341	963491	29
963228	963341	963379	963944	29
963228	963341	963391	963956	29
963228	963341	963448	964111	29
963263	963375	963454	963604	29
963437	963549	963537	963687	29
963437	963525	963537	963687	29
963477	963588	963601	963751	29
963592	963703	963723	963873	29
963581	963703	963736	963886	29
963474	963588	963739	963889	29
963592	963703	963781	963931	29
963727	963841	963806	963956	29
963581	963703	963811	963961	29
963780	963892	963888	964136	29
963727	963841	963911	964159	29
963416	963943	963926	964355	29
963780	963892	963936	964365	29
963416	963943	963947	964376	29
963836	963948	963969	964385	29
963727	963841	963983	964399	29
963932	964141	963992	964408	29
963997	964388	963996	964408	29
963829	963948	963998	964412	29
963932	964141	964003	964419	29
963995	964106	964047	964197	29
1000749	1000859	1000635	1000785	30
971004	971185	971169	972107	33
971003	971185	971363	972320	33
1044338	1045174	1045159	1045385	35
1044338	1045174	1045240	1045471	35
1020085	1020194	1020221	1020371	36
1020121	1020231	1020243	1022220	36
1020116	1020231	1020274	1022251	36
1020121	1020231	1020285	1022262	36
1020085	1020194	1020331	1022308	36
1020121	1020231	1020359	1022336	36
805822	827524	805802	827523	38
810087	827513	810078	827512	38
810089	827513	808600	827506	38
810090	827513	808593	827499	38
810093	827519	808590	827496	38
810100	827519	810099	827517	38
810100	827533	808611	827517	38
810101	827524	808602	827508	38
810101	827524	810099	827522	38
810101	827524	808608	827514	38
810110	827534	808588	827494	38
810111	827534	810099	827525	38
810116	827541	808604	827510	38
810140	827563	810099	827525	38
818129	827524	818077	827512	38
818138	827534	818120	827507	38
818139	827534	818083	827518	38
824637	824747	824508	824658	38
824637	824747	824525	824675	38
824695	824806	824537	824687	38
824695	824806	824491	824641	38
824695	824806	824555	824705	38
824775	824888	824912	825062	38
824775	824888	824967	825117	38
824775	824888	824970	825120	38
825194	825311	825302	825452	38
825194	825311	825377	825527	38
825454	825573	825562	825712	38
629084	629196	629083	629207	45
416715	629273	629247	629397	45
416715	629303	629258	629408	45
421342	629192	629285	629434	45
629159	629271	629300	629394	45
629197	629308	629307	907565	45
629160	629271	629308	907565	45
629155	629266	629317	629408	45
629121	629232	629323	629416	45
629126	629234	629327	629438	45
629150	629261	629328	629438	45
629114	629224	629328	629438	45
629152	629263	629329	629438	45
629138	629249	629329	629438	45
629114	629225	629331	629438	45
629150	629261	629331	629429	45
629125	629238	629334	629438	45
629156	629266	629334	629438	45
629150	629261	629335	629438	45
629150	629261	629335	629438	45
629143	629266	629335	629431	45
429772	629224	629335	629438	45
629159	629271	629335	629438	45
629143	629254	629335	629438	45
629150	629261	629336	629438	45
516597	629267	629337	629438	45
629136	629251	629337	629438	45
629160	629271	629339	629438	45
510841	629268	629339	629438	45
629160	629271	629339	629438	45
440545	629225	629340	629438	45
629128	629239	629341	629438	45
629121	629232	629343	629434	45
629153	629268	629345	629438	45
419166	629266	629352	629438	45
629110	629233	629355	629438	45
348316	629614	629612	629762	45
629573	629696	629648	629798	45
374262	629684	629658	629808	45
460198	629684	629662	629812	45
445538	629615	629671	629821	45
516597	629752	629698	629848	45
629573	629684	629701	629851	45
501687	629684	629702	629852	45
502927	629614	629708	629858	45
450800	629752	629740	629890	45
506418	629752	629741	629891	45
459195	629819	629750	629899	45
407687	629761	629751	629901	45
629573	629684	629757	630012	45
480191	629753	629772	629922	45
629641	629752	629776	629926	45
458509	629684	629784	629934	45
416715	629761	629788	629885	45
629641	629752	629795	629945	45
441842	629801	629801	629951	45
629803	629915	629802	629951	45
629640	629744	629810	629944	45
522747	629752	629817	629967	45
629699	629810	629824	629974	45
373432	629752	629824	629974	45
400094	629761	629824	629974	45
408607	629752	629826	629976	45
629724	629836	629827	629942	45
629649	629761	629830	629916	45
450735	629808	629831	629981	45
629719	629817	629833	629961	45
423595	629753	629833	629983	45
348157	629790	629836	629986	45
629740	629851	629839	629989	45
629645	629761	629851	630001	45
416715	629863	629853	630003	45
518675	629837	629856	630006	45
506785	629802	629858	630008	45
483909	629847	629862	630012	45
629672	629786	629867	630017	45
629641	629752	629871	630021	45
456591	629836	629871	630021	45
473691	629856	629872	630022	45
629650	629761	629873	630023	45
419732	629877	629874	630024	45
629641	629752	629875	630025	45
629645	629756	629882	630029	45
629641	629752	629883	630033	45
441921	629882	629884	630034	45
506160	629815	629885	630035	45
629889	630000	629888	630021	45
629726	629837	629890	630040	45
629898	629990	629899	630049	45
501678	629938	629900	630050	45
354375	629886	629903	630053	45
629889	630000	629904	630054	45
520384	629915	629904	630054	45
629652	629764	629905	629996	45
629664	629752	629907	630026	45
405717	629823	629907	630057	45
417571	629860	629907	630056	45
629910	630020	629909	630040	45
629908	629952	629909	630059	45
629910	630021	629909	630051	45
629765	629878	629910	630061	45
629912	630023	629911	630047	45
629751	629862	629911	630022	45
629889	629998	629911	630059	45
629697	629807	629912	630062	45
629914	630025	629913	630062	45
629683	629794	629913	630014	45
629914	630025	629913	630052	45
629915	630025	629914	630056	45
629910	630021	629914	630064	45
629909	630020	629914	630064	45
629915	630026	629914	630026	45
629916	630027	629915	630051	45
629787	629897	629917	630015	45
629726	629837	629917	630067	45
629909	630020	629919	630069	45
629889	630001	629919	630070	45
629762	629886	629921	630070	45
629916	630027	629922	630072	45
629910	630021	629922	630072	45
629787	629897	629923	630074	45
629787	629897	629923	630074	45
629756	629877	629923	630072	45
629915	630026	629924	630074	45
629754	629865	629924	630074	45
629910	630021	629924	630074	45
629773	629884	629925	630017	45
629734	629845	629926	630074	45
629889	630000	629927	630077	45
629821	629932	629928	630077	45
629686	629798	629929	630079	45
629749	629860	629929	630080	45
629889	630000	629930	630080	45
529129	629822	629930	630080	45
629824	629935	629930	630079	45
368485	629844	629931	630081	45
629725	629836	629935	630045	45
629889	629999	629935	630084	45
629889	629999	629936	630084	45
348316	629851	629938	630088	45
629641	629752	629946	630041	45
416715	630000	629947	630097	45
629889	630000	629957	630107	45
629889	630000	629957	630107	45
629889	629999	629973	630123	45
629908	629952	629973	630123	45
629889	630000	629984	630110	45
629889	630000	629999	630150	45
629889	629999	630000	630128	45
629889	629995	630027	630128	45
629889	630000	630050	630200	45
629908	630000	630075	630206	45
630083	630205	629763	629991	45
629908	630000	630091	630211	45
629889	630000	630107	630257	45
629889	630000	630108	630258	45
630118	630242	630117	630257	45
629908	630000	630117	630267	45
469885	630000	630126	630276	45
416715	630000	630136	630286	45
501678	630000	630139	630234	45
506159	630071	630139	630289	45
632180	632272	632197	632317	46
629618	632296	632201	632351	46
632209	632318	632208	632317	46
506160	632295	632217	632367	46
632150	632261	632223	632373	46
463126	632296	632229	632379	46
632238	632362	632237	632379	46
522322	632296	632237	632387	46
625196	632295	632245	632395	46
625196	632290	632247	632397	46
429775	632269	632260	632410	46
625196	632285	632261	632411	46
625196	632299	632263	632413	46
416715	632272	632266	632416	46
506160	632297	632273	632423	46
632161	632272	632303	632388	46
625196	632285	632318	632468	46
632202	632313	632319	632468	46
625196	632290	632322	632472	46
632183	632294	632325	632704	46
625196	632299	632325	632475	46
625196	632285	632332	632482	46
632180	632291	632338	632704	46
485054	632289	632362	632512	46
454036	632287	632370	632520	46
629618	632296	632404	632554	46
483136	632358	632406	632556	46
438431	632400	632436	632586	46
505122	632294	632437	632587	46
479471	632296	632441	632591	46
506160	632295	632446	632596	46
632235	632308	632451	632601	46
632467	632571	632466	632570	46
472604	632296	632466	632616	46
632486	667854	632248	632398	46
632486	632599	632181	632331	46
632486	632598	632357	632493	46
632486	686202	632210	632360	46
632486	632597	632161	632311	46
632486	897147	632160	632310	46
632486	632609	632163	632313	46
632486	897147	632150	632300	46
632486	683568	632334	632484	46
632486	648867	632208	632358	46
632486	842991	632162	632312	46
632486	632592	632255	632399	46
632489	632605	632488	632604	46
632489	632605	632488	632604	46
632489	632605	632488	632604	46
632490	825402	632321	632471	46
421979	632392	632495	632645	46
632496	632598	632333	632466	46
632436	632547	632503	632654	46
632460	632585	632518	632624	46
632531	632643	632563	632704	46
632277	632388	632563	647513	46
632356	632467	632566	907565	46
632509	632620	632568	632704	46
632483	632605	632569	632667	46
632514	632625	632572	632704	46
632440	632564	632573	632720	46
632489	632599	632575	632704	46
632512	632622	632577	632704	46
632493	632604	632578	632704	46
632551	632663	632578	632704	46
632514	632625	632579	632704	46
632495	632605	632580	632704	46
632510	632620	632580	632704	46
632508	632619	632581	632704	46
632489	632607	632581	632704	46
632509	632620	632582	632704	46
632492	632603	632582	632704	46
632531	632642	632582	632704	46
632489	632599	632583	632691	46
632498	632610	632583	632704	46
632493	632604	632583	632704	46
632509	632620	632583	632704	46
632511	632622	632583	632704	46
632493	632604	632583	632704	46
632482	632606	632583	632691	46
632489	632603	632583	632704	46
632549	632660	632583	632704	46
632493	632604	632583	632704	46
632584	632692	632583	632704	46
632584	632692	632583	632704	46
632482	632606	632583	632684	46
632489	632608	632584	632704	46
632504	632616	632584	632704	46
632562	632673	632584	632704	46
632514	632624	632585	632704	46
632509	632621	632585	632704	46
632527	632638	632585	632704	46
632524	632635	632585	632704	46
632508	632619	632585	632704	46
632530	632641	632585	632704	46
632527	632638	632585	632704	46
632489	632599	632585	632704	46
632489	632607	632585	632704	46
632517	632628	632585	632704	46
632493	632605	632585	632704	46
632489	632608	632586	632704	46
632509	632620	632586	632704	46
632493	632605	632586	632704	46
632493	632604	632586	632704	46
632493	632605	632586	632704	46
632549	632660	632586	632704	46
632518	632629	632586	632704	46
632514	632625	632586	632704	46
632587	632692	632586	632704	46
632509	632620	632586	632704	46
632564	632675	632586	632704	46
632534	632645	632586	632704	46
632525	632641	632586	632704	46
632508	632620	632586	632704	46
632487	632607	632586	632704	46
632495	632606	632586	632704	46
632493	632604	632586	632704	46
632493	632605	632586	632704	46
632534	632644	632586	632704	46
632508	632632	632587	632704	46
632534	632645	632587	632704	46
632519	632631	632587	632704	46
632531	632642	632587	632704	46
632504	632615	632587	632704	46
632489	632607	632587	632704	46
632498	632609	632587	632704	46
632514	632628	632587	632704	46
632497	632608	632587	632704	46
632509	632620	632587	632704	46
632492	632603	632587	632704	46
632519	632630	632587	632704	46
632587	632692	632587	632704	46
632493	632604	632587	632704	46
632510	632621	632587	632704	46
632426	632545	632587	632704	46
632532	632642	632587	632704	46
632495	632607	632587	632704	46
632482	632606	632587	632691	46
632514	632594	632587	632704	46
632508	632619	632587	632704	46
632489	632607	632587	632704	46
632482	632606	632587	632691	46
632524	632648	632588	632704	46
632562	632673	632588	632704	46
632518	632629	632588	632704	46
632509	632620	632588	632704	46
632497	632608	632588	632704	46
632518	632629	632588	632704	46
632511	632622	632588	632704	46
632562	632673	632588	632704	46
632500	632611	632588	632704	46
632372	632483	632588	632704	46
632525	632636	632588	632704	46
632509	632620	632588	632704	46
632549	632660	632588	632704	46
632527	632638	632588	632704	46
632489	632607	632588	632704	46
632492	632603	632588	632704	46
632530	632641	632588	632704	46
632528	632639	632588	632704	46
632493	632604	632588	632704	46
632527	632638	632588	632704	46
632546	632657	632588	632704	46
632504	632615	632588	632704	46
632579	632688	632588	632704	46
632489	632607	632588	632704	46
632559	632678	632588	632704	46
632525	632641	632588	632704	46
632528	632639	632588	632704	46
632509	632620	632588	632704	46
632489	632605	632588	632704	46
632518	632629	632588	632704	46
632489	632599	632588	632704	46
632527	632638	632588	632704	46
632483	632606	632588	632691	46
632489	632607	632588	632704	46
632489	632599	632588	632704	46
632493	632605	632588	632704	46
632531	632642	632588	632704	46
632482	632603	632588	632691	46
632509	632620	632588	632704	46
632489	632607	632588	632704	46
632493	632605	632588	632704	46
632522	632642	632589	632704	46
632530	632642	632589	632704	46
632531	632643	632589	632704	46
632527	632638	632589	632704	46
632514	632626	632589	632704	46
632546	632657	632589	632704	46
632489	632607	632589	632704	46
632508	632619	632589	632704	46
632524	632636	632589	632704	46
632514	632624	632589	632704	46
632489	632599	632589	632704	46
632551	632663	632589	632704	46
632330	632441	632589	632691	46
632514	632623	632589	632704	46
632509	632620	632589	632704	46
632509	632620	632589	632704	46
632559	632678	632589	632704	46
632491	632608	632589	632704	46
632500	632611	632589	632704	46
632508	632619	632589	632704	46
632508	632619	632589	632704	46
632489	632607	632589	632704	46
632514	632625	632589	632704	46
632493	632604	632589	632704	46
632493	632605	632589	632704	46
632512	632623	632589	632704	46
632493	632604	632589	632704	46
632575	632687	632589	632704	46
632484	632604	632589	632704	46
632517	632625	632589	632704	46
632511	632625	632589	632704	46
632549	632661	632589	632704	46
632509	632620	632589	632704	46
632531	632642	632589	632704	46
632516	632628	632589	632704	46
632525	632636	632589	632704	46
632502	632613	632589	632704	46
632528	632639	632589	632704	46
632509	632620	632589	632704	46
632489	632599	632589	632704	46
632509	632620	632589	632704	46
632503	632614	632589	632704	46
632528	632639	632589	632704	46
632534	632645	632589	632704	46
632493	632604	632589	632704	46
632482	632606	632589	632691	46
632509	632619	632589	632704	46
632587	632692	632589	632704	46
632492	632603	632589	632704	46
632489	632607	632589	632704	46
632492	632603	632589	632704	46
632508	632620	632589	632704	46
632509	632620	632589	632704	46
632507	632618	632589	632704	46
632590	632692	632589	632704	46
632509	632620	632589	632704	46
632507	632631	632590	632704	46
632498	632622	632590	632704	46
632527	632638	632590	632704	46
632356	632467	632590	632691	46
632509	632620	632590	632704	46
632498	632609	632590	632704	46
632482	632606	632590	632691	46
632530	632641	632590	632704	46
632509	632620	632590	632704	46
632575	632686	632590	632704	46
632514	632626	632590	632704	46
632550	632661	632590	632704	46
632512	632623	632590	632704	46
632509	632620	632590	632704	46
632489	632607	632590	632704	46
632508	632620	632590	632704	46
632508	632620	632590	632704	46
632508	632618	632590	632704	46
632509	632620	632590	632704	46
632559	632678	632590	632704	46
632545	632657	632590	632704	46
632518	632629	632590	632704	46
632545	632655	632590	632704	46
632489	632607	632590	632704	46
632488	632600	632590	632704	46
632497	632608	632590	632704	46
632525	632641	632590	632704	46
632509	632619	632590	632704	46
632427	632545	632590	632704	46
632493	632604	632590	632704	46
632495	632607	632590	632704	46
632531	632642	632590	632704	46
632527	632638	632590	632704	46
632512	632623	632590	632704	46
632517	632624	632590	632704	46
632551	632662	632590	632704	46
632503	632614	632590	632704	46
632564	632675	632590	632704	46
632512	632623	632590	632704	46
632493	632605	632590	632704	46
632493	632604	632590	632704	46
632489	632607	632590	632704	46
632503	632614	632590	632704	46
632559	632678	632590	632704	46
632503	632614	632590	632704	46
632531	632642	632590	632704	46
632509	632625	632590	632704	46
632551	632662	632590	632704	46
632590	632678	632590	632704	46
632517	632628	632590	632704	46
632549	632660	632590	632704	46
632504	632614	632590	632704	46
632504	632614	632590	632704	46
632512	632623	632590	632704	46
632575	632685	632590	632704	46
632489	632607	632590	632704	46
632519	632629	632590	632704	46
632508	632619	632590	632704	46
632489	632607	632590	632704	46
632534	632645	632590	632704	46
632493	632601	632590	632704	46
632509	632620	632590	632704	46
632527	632637	632590	632704	46
632489	632607	632590	632704	46
632531	632642	632590	632704	46
632496	632607	632590	632691	46
632507	632631	632591	632704	46
632531	632642	632591	632704	46
632531	632642	632591	632704	46
632559	632678	632591	632704	46
632514	632625	632591	632704	46
632511	632622	632591	632704	46
632493	632605	632591	632704	46
632518	632629	632591	632704	46
632493	632605	632591	632704	46
625196	632608	632591	632691	46
632509	632620	632591	632704	46
632514	632623	632591	632704	46
632525	632641	632591	632704	46
632534	632645	632591	632704	46
632503	632614	632591	632704	46
632509	632620	632591	632704	46
632511	632621	632591	632704	46
632509	632620	632591	632704	46
632487	632607	632591	632704	46
632444	632555	632591	632691	46
632528	632642	632591	632704	46
632551	632662	632591	632704	46
632551	632663	632591	632704	46
632586	632692	632591	632704	46
632514	632625	632591	632704	46
632482	632606	632591	632691	46
632491	632600	632591	632704	46
632202	632313	632591	632704	46
632509	632620	632591	632704	46
632514	632625	632591	632704	46
632489	632607	632591	632704	46
632497	632608	632591	632704	46
632512	632622	632591	632704	46
632464	632575	632591	632691	46
632528	632639	632591	632704	46
632427	632545	632591	632704	46
632514	632625	632591	632704	46
632514	632625	632591	632704	46
632493	632604	632591	632704	46
632525	632641	632591	632704	46
632575	632686	632591	632704	46
632517	632628	632591	632704	46
632530	632641	632591	632704	46
632591	632692	632591	632704	46
632514	632625	632591	632704	46
632493	632605	632591	632704	46
632564	632675	632591	632704	46
632528	632639	632591	632704	46
632262	632373	632591	632704	46
632498	632610	632591	632704	46
632508	632619	632591	632704	46
632493	632604	632591	632704	46
436889	632692	632591	632704	46
632509	632623	632591	632704	46
632493	632604	632591	632704	46
632528	632639	632591	632704	46
632511	632622	632591	632704	46
632427	632545	632591	632704	46
632531	632642	632591	632704	46
632491	632615	632592	632704	46
632493	632604	632592	632704	46
632527	632638	632592	632704	46
632489	632599	632592	632704	46
632534	632645	632592	632704	46
632528	632639	632592	632704	46
632508	632619	632592	632704	46
632509	632620	632592	632704	46
632510	632620	632592	632704	46
632509	632620	632592	632704	46
632518	632629	632592	632704	46
632528	632639	632592	632704	46
632509	632620	632592	632704	46
632509	632621	632592	632704	46
632534	632645	632592	632704	46
632493	632605	632592	632704	46
632508	632619	632592	632704	46
632562	632673	632592	632704	46
632525	632641	632592	632704	46
632514	632625	632592	632704	46
632509	632620	632592	632704	46
632500	632611	632592	632704	46
632493	632604	632592	632704	46
632493	632604	632592	632704	46
632493	632605	632592	632704	46
632509	632620	632592	632704	46
632509	632620	632592	632704	46
632503	632615	632592	632704	46
632527	632638	632592	632704	46
632511	632622	632592	632704	46
632531	632642	632592	632704	46
632509	632620	632592	632704	46
632527	632638	632592	632704	46
632505	632614	632592	632704	46
632531	632642	632592	632704	46
632509	632620	632592	632704	46
632527	632638	632592	632704	46
632493	632604	632592	632704	46
632437	632548	632592	632704	46
632559	632676	632592	632704	46
632422	632533	632592	632691	46
632554	632665	632592	632704	46
632495	632606	632592	632704	46
632585	632692	632592	632704	46
632508	632619	632592	632704	46
632517	632627	632592	632704	46
632508	632619	632592	632704	46
632535	632645	632592	632704	46
632517	632628	632592	632704	46
632509	632620	632592	632704	46
632509	632623	632592	632704	46
632514	632626	632592	632704	46
632564	632675	632592	632704	46
632511	632622	632592	632704	46
632500	632611	632592	632704	46
632531	632642	632592	632704	46
632508	632620	632593	632704	46
632509	632620	632593	632704	46
632514	632625	632593	632704	46
632493	632604	632593	632704	46
632509	632621	632593	632704	46
632534	632645	632593	632704	46
632504	632615	632593	632704	46
632508	632618	632593	632704	46
632549	632660	632593	632704	46
632527	632638	632593	632704	46
632562	632673	632593	632704	46
632512	632625	632593	632704	46
632482	632606	632593	632691	46
632550	632665	632593	632704	46
632508	632619	632593	632704	46
632493	632605	632593	632704	46
632536	632647	632593	632704	46
632508	632619	632593	632704	46
632514	632625	632593	632704	46
632498	632609	632593	632704	46
632509	632621	632593	632704	46
632421	632532	632593	632704	46
632493	632604	632593	632704	46
632564	632675	632593	632704	46
632514	632624	632593	632704	46
632509	632620	632593	632704	46
632528	632642	632593	632704	46
632514	632625	632593	632704	46
632494	632607	632593	632704	46
632493	632604	632593	632704	46
632531	632642	632593	632704	46
632564	632675	632593	632704	46
632564	632675	632593	632704	46
632575	632686	632593	632704	46
632531	632642	632593	632704	46
632560	632672	632593	632704	46
632489	632607	632593	632704	46
632531	632642	632593	632704	46
632575	632686	632593	632704	46
632527	632638	632593	632704	46
632527	632637	632593	632704	46
632525	632641	632593	632704	46
632508	632620	632593	632704	46
632513	632619	632593	632704	46
632489	632599	632593	632704	46
632511	632622	632593	632704	46
632527	632636	632594	632704	46
632539	632650	632594	632704	46
632509	632616	632594	632704	46
632525	632641	632594	632704	46
632482	632606	632594	632691	46
632573	632686	632594	632704	46
632551	632662	632594	632704	46
632530	632641	632594	632704	46
632519	632630	632594	632704	46
632493	632604	632594	632704	46
632551	632662	632594	632704	46
632489	632607	632594	632704	46
632492	632604	632594	632704	46
632531	632642	632594	632704	46
632498	632609	632594	632704	46
632509	632619	632594	632704	46
632538	632649	632594	632704	46
632512	632623	632594	632704	46
632496	632607	632594	632704	46
632527	632638	632594	632704	46
632493	632604	632594	632704	46
632511	632623	632594	632704	46
632530	632644	632594	632704	46
632559	632683	632594	632704	46
632498	632609	632594	632704	46
632596	632705	632495	632645	46
632514	632625	632595	632704	46
632573	632684	632595	632704	46
632508	632619	632595	632704	46
632493	632604	632595	632704	46
632509	632620	632595	632704	46
632534	632645	632595	632704	46
632493	632605	632595	632704	46
632493	632605	632595	632704	46
632497	632609	632595	632704	46
632493	632604	632595	632704	46
632499	632610	632595	632704	46
632503	632614	632595	632704	46
632549	632660	632595	632704	46
632502	632613	632595	632704	46
632517	632628	632595	632704	46
632504	632614	632595	632704	46
632525	632641	632595	632704	46
632482	632606	632595	632691	46
632518	632629	632595	632704	46
632517	632628	632595	632704	46
632512	632625	632595	632704	46
632510	632626	632595	632704	46
632531	632641	632595	632704	46
632564	632675	632595	632704	46
632509	632620	632596	632704	46
632497	632608	632596	632703	46
625196	632557	632596	632691	46
632493	632604	632596	632704	46
632540	632636	632596	632704	46
632517	632628	632596	632704	46
632518	632629	632596	632704	46
632509	632620	632597	632704	46
632511	632623	632597	632704	46
632493	632604	632597	632704	46
632508	632619	632597	632704	46
632504	632615	632597	632704	46
632497	632608	632598	632704	46
632493	632604	632598	632704	46
632486	632604	632598	632704	46
632556	632668	632599	632704	46
632509	632620	632599	632704	46
632531	632642	632599	632704	46
632493	632605	632599	632704	46
632441	632551	632600	632691	46
632559	632678	632600	632704	46
632508	632620	632600	632704	46
632497	632608	632600	632704	46
632511	632622	632600	632704	46
632500	632611	632601	632704	46
632493	632604	632601	632704	46
632497	632608	632601	632704	46
632518	632628	632601	632704	46
632532	632642	632601	632704	46
632534	632644	632602	632704	46
632486	632597	632602	632691	46
632527	632638	632602	632704	46
632514	632625	632602	632704	46
632511	632622	632602	632704	46
632511	632622	632603	632704	46
632493	632604	632603	632704	46
632514	632625	632603	632704	46
632514	632624	632603	632704	46
632493	632604	632603	632704	46
632531	632642	632603	632704	46
632525	632641	632603	632704	46
632564	632675	632604	632704	46
632484	632604	632604	632691	46
632562	632672	632604	632704	46
632508	632619	632604	632704	46
632511	632622	632604	632704	46
632489	632599	632604	632704	46
632508	632619	632604	632704	46
632505	632616	632605	632704	46
632509	632620	632605	632704	46
632531	632642	632605	632704	46
632530	632642	632605	632704	46
632531	632642	632605	632704	46
632511	632625	632605	632704	46
632518	632629	632605	632704	46
632531	632642	632606	632707	46
632531	632642	632606	632704	46
632530	632641	632606	632704	46
632508	632619	632606	632704	46
632517	632628	632606	632704	46
632562	632673	632607	632704	46
632584	632692	632607	632704	46
632531	632642	632607	632703	46
632562	632673	632607	632704	46
632531	632642	632607	632704	46
632493	632604	632607	632704	46
632514	632625	632607	632704	46
632547	632658	632607	632704	46
632489	632599	632607	632704	46
632488	632599	632607	632704	46
632509	632620	632607	632704	46
632534	632645	632607	632704	46
632495	632606	632607	632703	46
632549	632660	632607	632703	46
632578	632692	632608	632703	46
632508	632619	632608	632704	46
632483	632607	632608	632704	46
632493	632604	632608	632703	46
632509	632619	632608	632704	46
632489	632599	632608	632704	46
632508	632619	632608	632704	46
632525	632641	632608	632704	46
632534	632646	632608	632704	46
632509	632620	632608	632704	46
632509	632619	632608	632704	46
632493	632605	632608	632704	46
632531	632642	632608	632703	46
632509	632620	632609	632704	46
632564	632675	632609	632703	46
632504	632615	632609	632704	46
632518	632629	632609	632703	46
632531	632642	632609	632704	46
632489	632607	632609	632704	46
632493	632604	632609	632704	46
632493	632604	632609	632704	46
632560	632672	632609	632704	46
632514	632625	632609	632704	46
632489	632599	632609	632704	46
632489	632599	632609	632704	46
632493	632604	632609	632704	46
632509	632620	632609	632704	46
632509	632620	632609	632704	46
632504	632615	632610	632704	46
632508	632619	632610	632707	46
632527	632638	632610	632707	46
632512	632622	632610	632707	46
632530	632643	632610	632703	46
632493	632604	632610	632704	46
632493	632604	632610	632704	46
632534	632644	632611	632704	46
632514	632625	632611	632707	46
632489	632598	632611	632704	46
632507	632619	632611	632703	46
632509	632620	632611	632704	46
632519	632630	632611	632704	46
632511	632622	632611	632703	46
632580	632691	632611	632703	46
632564	632675	632611	632704	46
632559	632676	632611	632703	46
632493	632604	632612	632704	46
632514	632625	632612	632704	46
632513	632625	632612	632704	46
506160	632664	632612	632691	46
632531	632642	632612	632704	46
632518	632629	632612	632703	46
632527	632638	632612	632704	46
632534	632645	632612	632704	46
414793	632641	632612	632704	46
632509	632620	632612	632704	46
632531	632642	632612	632704	46
632580	632691	632612	632703	46
632514	632625	632612	632704	46
632489	632599	632612	632704	46
632509	632620	632612	632704	46
632514	632628	632612	632704	46
632528	632639	632612	632704	46
632534	632645	632612	632703	46
632528	632640	632612	632704	46
632531	632643	632613	632704	46
632509	632620	632613	632704	46
632512	632625	632613	632704	46
632493	632604	632613	632704	46
632531	632642	632613	632704	46
632493	632603	632613	632704	46
632531	632642	632613	632704	46
632531	632642	632613	632704	46
632527	632638	632613	632704	46
632580	632691	632613	632704	46
632564	632675	632613	632704	46
632564	632675	632613	632704	46
632493	632604	632613	632704	46
632517	632628	632613	632704	46
632512	632623	632613	632704	46
632492	632604	632613	632704	46
632528	632639	632613	632704	46
632528	632639	632613	632704	46
632508	632619	632613	632704	46
632493	632603	632614	632704	46
632528	632639	632614	632704	46
632508	632619	632614	632704	46
632527	632638	632614	632704	46
632493	632605	632614	632704	46
632509	632620	632614	632704	46
632519	632631	632614	632704	46
632508	632619	632614	632704	46
632493	632605	632614	632704	46
632509	632620	632614	632704	46
632493	632604	632614	632704	46
632564	632675	632614	632704	46
632492	632603	632614	632704	46
632531	632642	632614	632704	46
632514	632625	632614	632704	46
632531	632642	632614	632704	46
632565	632676	632614	632704	46
632493	632604	632615	632704	46
632531	632642	632615	632704	46
632582	632705	632615	632691	46
632509	632620	632615	632704	46
632531	632642	632615	632704	46
632509	632620	632615	632704	46
632527	632638	632615	632704	46
632525	632641	632615	632704	46
632562	632673	632615	632704	46
632531	632642	632615	632704	46
